@relation _user_unmapped_updated-weka.filters.unsupervised.attribute.Remove-R1

@attribute votes_funny numeric
@attribute votes_useful numeric
@attribute votes_cool numeric
@attribute review_count numeric
@attribute friends numeric
@attribute fans numeric
@attribute average_stars numeric
@attribute compliments numeric
@attribute elite numeric
@attribute profile numeric
@attribute cute numeric
@attribute funny numeric
@attribute plain numeric
@attribute writer numeric
@attribute list numeric
@attribute note numeric
@attribute photos numeric
@attribute hot numeric
@attribute more numeric
@attribute cool numeric
@attribute personality {Extroverted,Introverted}

@data
0,1,2,8,1,0,4.83,0,1,0,0,0,0,0,0,0,0,0,0,0,?
1,4,1,9,1,0,3.67,0,1,0,0,0,0,0,0,0,0,0,0,0,?
2,33,6,49,3,0,4.24,3,1,0,0,0,0,0,0,2,0,0,0,1,?
0,2,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,?
0,3,1,2,1,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,?
0,5,0,1,1,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,?
0,4,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,?
0,4,0,5,1,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,?
1,0,0,2,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,?
0,0,0,1,1,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,?
0,3,0,10,1,0,3.8,0,1,0,0,0,0,0,0,0,0,0,0,0,?
5026,9571,7509,1317,281,140,3.83,5344,5,84,39,139,1056,604,52,241,953,757,154,1265,?
1,1,0,3,1,0,3.67,0,1,0,0,0,0,0,0,0,0,0,0,0,?
0,2,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,?
0,0,0,2,1,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,?
0,7,1,5,1,0,2.4,0,1,0,0,0,0,0,0,0,0,0,0,0,?
0,1,0,3,1,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,?
2,8,1,5,1,0,3.8,0,1,0,0,0,0,0,0,0,0,0,0,0,?
1,1,0,4,1,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,?
0,0,0,1,1,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,?
1,1,1,2,1,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,?
0,1,1,2,1,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,?
14,100,69,93,8,5,4.02,30,1,0,1,2,9,0,0,6,1,2,2,7,?
0,0,0,1,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,?
2,5,1,2,1,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,?
1,5,0,3,1,0,4.67,0,1,0,0,0,0,0,0,0,0,0,0,0,?
1,3,1,4,1,0,4.75,0,1,0,0,0,0,0,0,0,0,0,0,0,?
1,0,0,2,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,?
0,0,0,1,1,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,?
0,1,0,1,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,?
1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,?
2,4,3,1,14,0,4,5,1,0,0,0,0,0,0,1,0,3,0,1,?
0,2,0,6,1,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,?
0,4,0,12,1,0,2.92,0,1,0,0,0,0,0,0,0,0,0,0,0,?
0,0,0,2,1,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,?
1,0,0,4,16,2,4.25,0,1,0,0,0,0,0,0,0,0,0,0,0,?
9,7,2,8,1,0,3.56,3,1,0,0,0,1,0,0,0,0,0,0,2,?
1,6,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,?
0,1,0,3,2,0,3.67,0,1,0,0,0,0,0,0,0,0,0,0,0,?
0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,?
4,16,1,4,48,0,2.33,2,1,0,0,0,0,0,0,2,0,0,0,0,?
6,23,5,17,1,0,3.12,0,1,0,0,0,0,0,0,0,0,0,0,0,?
0,0,0,3,1,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,?
0,10,1,5,1,0,4.2,2,1,0,0,0,0,0,0,0,0,2,0,0,?
15,50,18,20,1,0,3.45,0,1,0,0,0,0,0,0,0,0,0,0,0,?
101,18,9,5,1,0,3.4,0,1,0,0,0,0,0,0,0,0,0,0,0,?
0,0,0,1,1,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,?
5,13,7,11,1,0,2.55,0,1,0,0,0,0,0,0,0,0,0,0,0,?
0,4,0,3,1,0,4.33,0,1,0,0,0,0,0,0,0,0,0,0,0,?
0,1,1,1,1,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,?
0,5,0,1,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,?
0,11,1,12,1,0,3.92,0,1,0,0,0,0,0,0,0,0,0,0,0,?
20,36,17,15,1,1,4.47,9,1,0,0,2,2,1,0,1,0,1,1,1,?
0,0,0,1,1,0,5,2,1,0,0,0,1,0,0,0,0,0,0,1,?
2,2,2,7,1,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,?
30,24,10,29,1,0,3.17,7,1,0,0,2,1,0,0,1,0,2,0,1,?
2,2,0,2,1,0,1.5,0,1,0,0,0,0,0,0,0,0,0,0,0,?
1,2,1,2,5,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,?
6,9,1,3,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,?
2,10,2,14,1,0,4.07,0,1,0,0,0,0,0,0,0,0,0,0,0,?
0,0,0,1,1,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,?
3,27,8,28,20,6,4.63,1,1,0,0,0,0,0,0,1,0,0,0,0,?
0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,?
6,7,1,8,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,?
1,3,2,8,1,0,4.25,0,1,0,0,0,0,0,0,0,0,0,0,0,?
4,39,8,24,1,0,3.12,1,1,0,0,0,0,1,0,0,0,0,0,0,?
0,0,0,2,1,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,?
0,1,0,2,12,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,?
49,19,20,17,1,0,3.56,1,1,0,0,0,0,0,0,0,0,0,0,1,?
0,3,1,2,1,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,?
1,4,2,11,1,0,3,1,1,0,0,0,1,0,0,0,0,0,0,0,?
0,0,0,1,1,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,?
0,0,0,1,1,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,?
0,0,0,4,3,0,4.5,0,1,0,0,0,0,0,0,0,0,0,0,0,?
0,4,0,3,3,1,3.67,0,1,0,0,0,0,0,0,0,0,0,0,0,?
0,1,1,2,1,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,?
0,1,0,3,3,0,4.67,0,1,0,0,0,0,0,0,0,0,0,0,0,?
0,8,0,5,1,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,?
0,5,1,6,1,0,4.5,0,1,0,0,0,0,0,0,0,0,0,0,0,?
0,0,0,2,1,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,?
0,1,0,1,1,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,?
0,4,4,3,2,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,?
0,0,0,2,1,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,?
0,8,0,4,4,1,4.75,0,1,0,0,0,0,0,0,0,0,0,0,0,?
3,0,0,1,6,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,?
1,8,0,9,1,0,3.88,0,1,0,0,0,0,0,0,0,0,0,0,0,?
0,4,0,2,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,?
0,7,2,6,1,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,?
3,8,2,10,1,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,?
1,0,0,3,2,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,?
0,4,1,2,1,0,4.5,0,1,0,0,0,0,0,0,0,0,0,0,0,?
0,1,1,3,1,0,4.67,0,1,0,0,0,0,0,0,0,0,0,0,0,?
2,6,2,24,1,0,3.91,0,1,0,0,0,0,0,0,0,0,0,0,0,?
0,0,0,1,8,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,?
3,10,2,5,1,0,3.75,0,1,0,0,0,0,0,0,0,0,0,0,0,?
0,0,0,4,2,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,?
8,106,12,44,1,0,2.68,9,1,0,0,0,2,1,0,5,0,0,0,1,?
4,23,4,10,1,0,2.45,0,1,0,0,0,0,0,0,0,0,0,0,0,?
0,3,1,4,1,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,?
13,54,13,51,1,2,3.82,5,1,0,0,0,0,0,0,2,1,0,0,2,?
2,5,1,4,1,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,?
0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,?
0,0,0,1,1,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,?
1,0,0,1,1,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,?
1,8,2,17,1,0,4.06,0,1,0,0,0,0,0,0,0,0,0,0,0,?
4,24,10,36,1,0,3.75,7,1,0,0,0,3,0,0,1,0,0,0,3,?
3,24,5,11,24,0,4.33,0,1,0,0,0,0,0,0,0,0,0,0,0,?
3,29,7,42,1,0,4.58,2,1,0,0,0,2,0,0,0,0,0,0,0,?
142,321,117,127,1,6,3.7,25,2,0,0,2,3,6,0,1,0,5,0,8,?
1,6,0,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,?
0,0,0,2,1,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,?
0,3,0,2,1,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,?
1,1,1,4,1,0,1.5,0,1,0,0,0,0,0,0,0,0,0,0,0,?
0,2,0,4,1,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,?
0,0,0,6,1,0,4.2,0,1,0,0,0,0,0,0,0,0,0,0,0,?
4,21,2,16,1,0,4.2,0,1,0,0,0,0,0,0,0,0,0,0,0,?
0,1,0,2,1,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,?
0,0,0,2,1,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,?
0,1,0,1,1,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,?
8,55,29,40,3,1,4.22,14,1,0,0,2,5,2,0,2,1,2,0,0,?
0,3,4,5,1,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,?
0,4,1,7,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,?
0,1,0,2,1,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,?
10,9,3,6,10,0,3.67,4,1,0,0,0,1,0,0,0,0,2,0,1,?
0,0,0,2,1,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,?
1,1,1,1,3,0,5,1,1,0,0,0,0,0,0,0,0,0,0,1,?
3,17,3,14,1,0,3.92,1,1,0,0,0,0,0,0,0,0,0,0,1,?
0,1,1,1,7,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,?
0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,?
0,9,1,2,1,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,?
10,15,5,11,1,0,3.82,0,1,0,0,0,0,0,0,0,0,0,0,0,?
0,1,0,2,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,?
1,0,0,2,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,?
4,18,2,15,1,0,2.07,1,1,0,0,0,0,1,0,0,0,0,0,0,?
1,0,0,1,1,0,5,1,1,0,0,0,0,0,0,1,0,0,0,0,?
1,6,4,10,17,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,?
2,9,0,5,1,0,3.4,0,1,0,0,0,0,0,0,0,0,0,0,0,?
2,2,1,1,2,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,?
1,2,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,?
0,2,0,5,1,0,4.2,0,1,0,0,0,0,0,0,0,0,0,0,0,?
0,0,0,1,1,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,?
16,16,15,1,1,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,?
0,12,0,12,1,0,2.82,0,1,0,0,0,0,0,0,0,0,0,0,0,?
0,2,0,2,1,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,?
0,8,3,21,1,0,3.7,1,1,0,0,0,0,0,0,0,0,0,1,0,?
0,2,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,?
2,23,9,17,1,0,3.88,3,1,0,0,2,0,0,0,0,0,0,1,0,?
0,4,0,2,1,0,5,1,1,0,0,0,1,0,0,0,0,0,0,0,?
0,2,0,5,1,0,2.17,0,1,0,0,0,0,0,0,0,0,0,0,0,?
0,6,2,5,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,?
1,11,9,4,3,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,?
1,1,1,2,1,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,?
2,25,2,7,1,0,4.43,0,1,0,0,0,0,0,0,0,0,0,0,0,?
31,78,16,89,2,2,2.98,12,1,0,0,0,2,1,0,2,3,1,2,1,?
0,4,4,7,1,0,4.43,0,1,0,0,0,0,0,0,0,0,0,0,0,?
0,3,0,2,1,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,?
2,12,3,3,6,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,?
19,35,6,41,1,0,2.07,0,1,0,0,0,0,0,0,0,0,0,0,0,?
3,6,3,4,1,0,3.67,0,1,0,0,0,0,0,0,0,0,0,0,0,?
0,0,0,1,1,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,?
0,0,0,2,1,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,?
0,5,0,2,1,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,?
0,3,0,7,1,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,?
0,1,0,1,1,0,5,1,1,0,0,0,0,0,0,1,0,0,0,0,?
21,47,20,66,2,0,4.13,15,1,0,0,2,3,1,0,2,0,3,1,3,?
2,7,3,6,1,0,4.17,1,1,0,0,0,0,0,0,1,0,0,0,0,?
32,32,10,29,1,0,3.66,2,1,0,0,1,1,0,0,0,0,0,0,0,?
1,2,1,3,1,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,?
4,39,15,49,1,2,3.32,13,1,0,0,1,8,0,0,2,0,0,2,0,?
4,17,5,13,1,0,4.14,0,1,0,0,0,0,0,0,0,0,0,0,0,?
0,4,2,4,1,0,3.75,0,1,0,0,0,0,0,0,0,0,0,0,0,?
0,7,4,3,4,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,?
1,9,3,19,1,1,3.65,0,1,0,0,0,0,0,0,0,0,0,0,0,?
0,4,0,4,1,0,3.5,0,1,0,0,0,0,0,0,0,0,0,0,0,?
1,15,3,19,1,0,2.95,0,1,0,0,0,0,0,0,0,0,0,0,0,?
0,0,0,1,1,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,?
0,0,0,1,1,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,?
0,0,0,1,1,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,?
0,3,0,2,170,14,5,4,1,0,0,0,4,0,0,0,0,0,0,0,?
3,9,2,7,1,0,2.33,0,1,0,0,0,0,0,0,0,0,0,0,0,?
0,0,0,4,1,0,3.25,0,1,0,0,0,0,0,0,0,0,0,0,0,?
25,57,21,38,3,0,4.08,5,1,0,1,0,0,1,0,1,0,0,0,2,?
16,30,14,36,1,2,3.75,20,1,0,0,1,10,0,0,6,0,0,0,3,?
0,2,0,2,10,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,?
1,2,0,2,12,0,4.5,0,1,0,0,0,0,0,0,0,0,0,0,0,?
0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,?
0,0,0,1,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,?
0,0,1,11,1,0,2.73,0,1,0,0,0,0,0,0,0,0,0,0,0,?
0,5,0,5,1,0,4.75,0,1,0,0,0,0,0,0,0,0,0,0,0,?
2,1,1,2,7,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,?
2,4,4,3,2,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,?
0,0,0,1,1,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,?
0,0,0,1,1,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,?
1,1,0,3,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,?
5,8,1,5,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,?
0,5,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,?
0,2,0,4,1,0,4.67,0,1,0,0,0,0,0,0,0,0,0,0,0,?
19,22,4,30,1,2,3.61,0,1,0,0,0,0,0,0,0,0,0,0,0,?
0,3,0,2,13,1,5,1,1,0,0,0,0,0,0,0,0,1,0,0,?
0,2,0,4,1,0,3.67,0,1,0,0,0,0,0,0,0,0,0,0,0,?
0,1,0,4,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,?
0,8,2,14,1,0,3.21,0,1,0,0,0,0,0,0,0,0,0,0,0,?
2,4,3,8,1,0,4.5,0,1,0,0,0,0,0,0,0,0,0,0,0,?
0,0,0,1,1,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,?
0,15,0,2,1,0,4.5,0,1,0,0,0,0,0,0,0,0,0,0,0,?
24,42,8,60,1,1,3.19,4,1,0,0,1,1,0,0,1,0,0,0,1,?
1,6,0,12,1,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,?
0,1,0,1,7,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,?
0,3,0,2,1,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,?
1,1,1,1,1,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,?
0,2,0,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,?
0,0,0,2,5,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,?
1,7,1,3,2,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,?
0,1,0,1,4,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,?
0,1,1,2,6,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,?
0,5,0,1,1,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,?
0,2,2,2,2,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,?
1,2,1,3,1,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,?
2,9,1,10,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,?
0,3,1,2,3,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,?
5,33,6,106,1,1,3.74,7,1,0,0,1,1,0,0,1,1,1,1,1,?
1,10,1,8,1,0,4.25,0,1,0,0,0,0,0,0,0,0,0,0,0,?
0,1,0,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,?
2,23,5,36,1,0,3.97,1,1,0,0,0,1,0,0,0,0,0,0,0,?
0,0,0,3,1,0,2.67,0,1,0,0,0,0,0,0,0,0,0,0,0,?
151,177,110,106,3,5,2.37,39,1,1,0,6,5,2,0,10,1,2,1,11,?
1,6,2,14,1,0,4.86,0,1,0,0,0,0,0,0,0,0,0,0,0,?
1,16,1,11,1,0,3.73,2,1,0,0,0,0,0,0,1,0,0,0,1,?
0,7,1,3,1,0,3.33,0,1,0,0,0,0,0,0,0,0,0,0,0,?
0,2,0,1,1,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,?
0,0,0,2,2,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,?
9,24,13,23,1,0,4.08,4,1,0,0,0,0,0,0,0,0,0,3,1,?
2,33,5,24,1,0,4.18,1,1,0,0,0,1,0,0,0,0,0,0,0,?
0,2,0,1,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,?
1,0,0,2,1,0,4.5,0,1,0,0,0,0,0,0,0,0,0,0,0,?
1,2,0,7,2,0,4.43,1,1,0,0,0,0,0,0,1,0,0,0,0,?
0,13,4,28,5,0,3.93,0,1,0,0,0,0,0,0,0,0,0,0,0,?
1,11,0,17,1,0,3.53,3,1,0,0,0,1,0,0,1,0,0,1,0,?
0,0,0,3,1,0,4.33,0,1,0,0,0,0,0,0,0,0,0,0,0,?
5,3,1,4,1,1,3,5,1,0,0,0,0,0,0,0,0,2,0,3,?
11,44,11,109,1,1,4.44,3,1,0,0,0,2,1,0,0,0,0,0,0,?
7,16,7,24,1,0,4.46,0,1,0,0,0,0,0,0,0,0,0,0,0,?
0,0,0,1,1,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,?
0,1,0,8,1,0,3.43,0,1,0,0,0,0,0,0,0,0,0,0,0,?
3,6,4,7,3,1,3,2,1,0,0,1,0,0,0,1,0,0,0,0,?
11,37,11,26,3,3,4.38,1,1,0,0,0,1,0,0,0,0,0,0,0,?
0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,?
37,209,38,249,1,3,3.47,7,1,0,0,0,1,1,0,0,0,1,2,2,?
1,5,3,7,1,0,4.43,0,1,0,0,0,0,0,0,0,0,0,0,0,?
0,0,0,1,1,0,3,1,1,0,0,0,0,0,0,0,0,0,0,1,?
0,0,0,4,1,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,?
0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,?
0,2,4,2,6,0,4,1,1,0,0,0,0,0,0,0,0,0,0,1,?
39,86,29,76,18,1,4.07,27,1,0,0,3,15,0,1,3,1,1,2,1,?
0,0,0,1,1,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,?
12,53,14,56,1,1,3.36,1,1,0,0,0,0,0,0,0,0,0,1,0,?
0,3,1,3,1,0,4.67,0,1,0,0,0,0,0,0,0,0,0,0,0,?
2,15,1,11,1,0,4.64,0,1,0,0,0,0,0,0,0,0,0,0,0,?
30,79,40,24,1,17,4.81,4,1,0,0,0,1,0,0,0,0,0,0,3,?
0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,?
0,1,0,1,1,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,?
