"2012-03",3,25,5,41,"Kieran","39Dq_Wx0sbudqrJXT-a73Q","[u'DEUSPuOjS79Recqix6fNeg']",0,3.98,"user","{}","[]",0,0,0,0,0,0,0,0,0,0,0
"2012-06",0,0,0,1,"Mondo","_fYurOhUh42yskTGNsBhkQ","[]",0,5.0,"user","{u'note': 1}","[]",0,0,0,0,0,0,0,0,0,0,0
"2012-05",0,0,0,1,"Jose","_mDN0Q9ZaLfG40G7j7WCIw","[u'zjLRw33xDZI2__oZyROUPg', u'3Ax4oygxpSHX1vOJllGfKg']",0,5.0,"user","{}","[]",0,0,0,0,0,0,0,0,0,0,0
"2009-05",1,20,2,20,"Kristey","MhtL6Nr2GRKVkgqXm380Kg","[u'2RjxUP1CM0aL9yIzanAK1w', u'S4dIIS75CscGEaJSfeWIkQ', u'48-ziCwNYCs2i-ZuPKEvbQ']",0,3.25,"user","{u'plain': 1, u'more': 1}","[]",0,0,0,0,0,0,0,0,0,0,0
"2010-04",2,19,6,21,"Marija","ZoU0sTLTa4wVVndrInbmTg","[u'7Erd8wom0MYbetSjxvoufQ', u'spJUPXI7QaIctU0FO5c42w', u'IGqe2z4-N1Ibh0C3oyGrHQ']",1,4.55,"user","{}","[]",0,0,0,0,0,0,0,0,0,0,0
"2012-09",0,0,1,2,"Kimberly","20agWQZIFCC8E_7rRPyj4w","[]",0,5.0,"user","{}","[]",0,0,0,0,0,0,0,0,0,0,0
"2007-06",86,120,61,111,"Patrick","mpm2NngNAJkl5srF5A3oQA","[u'Rir-YRPPClKXDFQbc3BsVw', u'7XN48QedHYtVOqxt1caUow', u'pW91HUnVz6ssLZ4dY-ztyQ']",0,4.0,"user","{u'profile': 4, u'funny': 6, u'plain': 5, u'writer': 2, u'list': 1, u'note': 3, u'photos': 1, u'hot': 4, u'more': 1, u'cool': 1}","[]",0,0,0,0,0,0,0,0,0,0,0
"2008-03",4,8,4,17,"Jason","OyBfnv5-vUh5jboec6A2xQ","[u'o3N16H5_FiI1_2OiQTz6vQ']",0,4.0,"user","{}","[]",0,0,0,0,0,0,0,0,0,0,0
"2011-05",7,27,2,8,"Emily","EXa2LyMitrrE1F4oHfh19A","[]",1,4.0,"user","{}","[]",0,0,0,0,0,0,0,0,0,0,0
"2011-09",0,0,0,1,"tom","FumHeebS0Mmn_3UYoFIIGA","[]",0,3.0,"user","{}","[]",0,0,0,0,0,0,0,0,0,0,0
"2011-10",1,1,1,2,"Angela","eadwKpqg6uhSvw1yRFYkfQ","[]",0,3.0,"user","{}","[]",0,0,0,0,0,0,0,0,0,0,0
"2010-04",402,740,486,237,"Franklin","px2RiQ7zbM9BR9ALuwkJfg","[u'r8xfTpifZ7gP5Cd5CSQaIQ', u'AZuSSh8xMwLtoapGa02WZQ', u'wYtCAzpt8fh9Cn2TOEq20A']",7,3.88,"user","{u'profile': 4, u'funny': 15, u'cute': 1, u'plain': 85, u'writer': 26, u'note': 28, u'photos': 1, u'hot': 18, u'more': 1, u'cool': 45}","[2012, 2013, 2014]",0,0,0,0,0,0,0,0,0,0,0
"2008-04",4,9,0,6,"tj","GJxgafXp77dMwU50vnqfIA","[]",0,3.33,"user","{}","[]",0,0,0,0,0,0,0,0,0,0,0
"2010-04",0,0,0,2,"n","xK60fFMKvhD1dO8UBLGJbw","[]",0,5.0,"user","{}","[]",0,0,0,0,0,0,0,0,0,0,0
"2013-03",0,1,0,1,"Vincent","FsTcrwUPQ9ZJFwHyavM1xw","[]",0,5.0,"user","{}","[]",0,0,0,0,0,0,0,0,0,0,0
"2012-04",2,4,0,6,"Giselle","c8brOoAF-73h_O_3CnVmag","[u'9LshXzm2dbujaqqnCRr_DQ', u'pZZoNEg9DhlQCpbwUm9NQw', u'w6XkWF-PYfYPQmOtPhJ00A']",0,3.5,"user","{}","[]",0,0,0,0,0,0,0,0,0,0,0
"2010-11",0,0,0,3,"Lucy","zo6FDERadR5cvnOzX9FLrg","[]",0,5.0,"user","{}","[]",0,0,0,0,0,0,0,0,0,0,0
"2012-05",1,8,4,4,"Y","9QKLP4w8DBktVfC28HAgxg","[]",0,3.0,"user","{}","[]",0,0,0,0,0,0,0,0,0,0,0
"2011-08",0,4,0,3,"Laurie","FFlwkXeb4n-PPpkH6d3dnA","[]",0,2.67,"user","{}","[]",0,0,0,0,0,0,0,0,0,0,0
"2012-03",0,0,0,1,"Diane","m2-vUQY3Japa-CouRsRu5w","[]",0,4.0,"user","{}","[]",0,0,0,0,0,0,0,0,0,0,0
"2009-04",0,0,0,3,"Stephan","4Exn9Kdua3n8VIwwwBb0hA","[]",0,3.5,"user","{}","[]",0,0,0,0,0,0,0,0,0,0,0
"2010-03",4,1,1,4,"Jeffery","ingvUd2nlaEF3nmMvTrvgQ","[]",0,5.0,"user","{}","[]",0,0,0,0,0,0,0,0,0,0,0
"2008-12",22,34,6,16,"Oliver","bKrPlidX132aAI_UNAhCfA","[]",0,3.71,"user","{u'funny': 1, u'writer': 2, u'plain': 1}","[]",0,0,0,0,0,0,0,0,0,0,0
"2009-08",1,2,1,1,"Todd","O7TkOB9e4s_5xXimlNxfDQ","[]",0,5.0,"user","{}","[]",0,0,0,0,0,0,0,0,0,0,0
"2012-08",0,2,0,3,"Cliff","XlygLKUz_ueEkq4CLi4jOg","[]",0,5.0,"user","{u'plain': 1}","[]",0,0,0,0,0,0,0,0,0,0,0
"2012-02",0,1,0,1,"Martinez","iskInwaFOhpRsoKn2waIdg","[]",0,5.0,"user","{}","[]",0,0,0,0,0,0,0,0,0,0,0
"2009-05",0,1,0,2,"Shanna","3-vjuwS6bEurZONd5xeo1g","[u'ezeTmCj4TWf8nd6-LXphLA', u'2rU2IID7-meC_LWTm38HIg', u'Aewxy029yutjQm5dbNX3eA', u'xXVk534KW5rnOCwIBIXi0w', u'AgKXZNfmDE4Oh2bub2ih0w']",0,5.0,"user","{u'plain': 1}","[]",0,0,0,0,0,0,0,0,0,0,0
"2011-06",1,4,1,8,"Jake","b35fzV7F43qt5Q1PY_R_Nw","[u'pR_-Zb8IG4JsjMfC3cRdtA', u'9hPoAujvzKe-pxeCaHchgA']",0,3.71,"user","{}","[]",0,0,0,0,0,0,0,0,0,0,0
"2010-09",5,18,2,3,"N","z9N-DIPmfsw5sakdlHtt6g","[]",0,3.67,"user","{}","[]",0,0,0,0,0,0,0,0,0,0,0
"2013-02",0,0,1,2,"Dr. Mo","QIwsalyCsBiiVIEHW4sc3w","[]",0,5.0,"user","{}","[]",0,0,0,0,0,0,0,0,0,0,0
"2014-01",0,0,0,1,"Anthony","vQJgk31IHWCyCMdtAPzw-w","[]",0,5.0,"user","{}","[]",0,0,0,0,0,0,0,0,0,0,0
"2011-10",0,3,0,4,"Josh","oAtedgizn1v4pP2HCf2DDA","[]",0,3.25,"user","{}","[]",0,0,0,0,0,0,0,0,0,0,0
"2011-10",0,0,0,1,"Chris","7gb62_8We3I5zVLAWxkgMg","[u'FXEHHLmss4Mk2_XPUyL9uQ', u'fnQdP_xOFqti0TQ5xgj2uQ']",1,5.0,"user","{}","[]",0,0,0,0,0,0,0,0,0,0,0
"2010-08",15,31,13,63,"Jordan","YU0yJh4kQKv58qj08saJtA","[]",1,3.59,"user","{u'plain': 2, u'funny': 1}","[]",0,0,0,0,0,0,0,0,0,0,0
"2010-07",0,2,2,3,"Francesca","gb6zSqA3OfETc1bgazDLwg","[u't-27_YZKsk9tMbAiwQKCwQ', u'IAsaA8PFJQKaH188EcBXvA', u'0B72lj8x6TXrKuAYpaHL3w']",0,4.5,"user","{}","[]",0,0,0,0,0,0,0,0,0,0,0
"2013-08",2,3,2,2,"John","Tz-kyc8EAJ-S2cuEBtCBCA","[]",0,5.0,"user","{}","[]",0,0,0,0,0,0,0,0,0,0,0
"2011-12",0,9,1,2,"Richard","hy_C0U75FpVaPVkkEflPXg","[u'ztqIQOnW1jF8nIYJucM3UQ']",0,2.5,"user","{}","[]",0,0,0,0,0,0,0,0,0,0,0
"2007-02",8,39,11,42,"Kathleen","3BT0SAlXM1rfIIs6LGlGMw","[]",0,3.69,"user","{}","[]",0,0,0,0,0,0,0,0,0,0,0
"2012-04",0,0,0,1,"Todd","j5XkmG4Wj99wGZ7KDiNEhw","[]",0,5.0,"user","{}","[]",0,0,0,0,0,0,0,0,0,0,0
"2012-03",1,0,0,1,"Darrin","uz-Ayqlumgj_jFlunTXUGA","[]",0,1.0,"user","{u'cool': 1}","[]",0,0,0,0,0,0,0,0,0,0,0
"2013-12",1,1,0,2,"Mike","kdIBjyIKisbe1Dc6WFAe6w","[]",0,5.0,"user","{}","[]",0,0,0,0,0,0,0,0,0,0,0
"2013-04",0,1,1,1,"Jean","pRHtVQTyNzz8oWULLwbwOw","[]",0,5.0,"user","{}","[]",0,0,0,0,0,0,0,0,0,0,0
"2013-03",0,1,2,8,"Joey","MDwdZpmlnM2g18qoIzfJAg","[]",0,4.83,"user","{}","[]",0,0,0,0,0,0,0,0,0,0,0
"2010-08",1,4,1,9,"Sarah","k1rxeYKDeTI8Orav2Dsiaw","[]",0,3.67,"user","{}","[]",0,0,0,0,0,0,0,0,0,0,0
"2010-04",2,33,6,49,"Derek","a8SprmfnrFmIfDuhC3BfDA","[u'lxZSVeJz6KEBW1nlA3JKJg', u'NKcsDDgHh7MPbWODXQDhyw', u'IO3AsR6cdMto7VCwfPzf2w']",0,4.24,"user","{u'note': 2, u'cool': 1}","[]",0,0,0,0,0,0,0,0,0,0,0
"2012-11",0,2,0,1,"Kathryn","_23_qjyBMd1T82zEYr8CUA","[]",0,1.0,"user","{}","[]",0,0,0,0,0,0,0,0,0,0,0
"2013-10",0,3,1,2,"Dawn","aHURE5t8X27utxMQmAExjA","[]",0,5.0,"user","{}","[]",0,0,0,0,0,0,0,0,0,0,0
"2011-07",0,5,0,1,"Michelle N Eric","DBnknbRdypIelDfxzRM-xQ","[]",0,5.0,"user","{}","[]",0,0,0,0,0,0,0,0,0,0,0
"2012-09",0,4,0,1,"Dawn","p89aBKUmIxlmIzfVGfNcwQ","[]",0,1.0,"user","{}","[]",0,0,0,0,0,0,0,0,0,0,0
"2011-07",0,4,0,5,"Nicole","b9txcGNaBytyTPav072mGw","[]",0,5.0,"user","{}","[]",0,0,0,0,0,0,0,0,0,0,0
"2011-07",1,0,0,2,"Zoey","oQSMLWbZxeFJ2RoIibtoqw","[]",0,3.0,"user","{}","[]",0,0,0,0,0,0,0,0,0,0,0
"2013-09",0,0,0,1,"Nikki","AiAUF1pkXWF-o6US7wV23w","[u'zQE0aulnd-gcfVw17HeULg']",0,5.0,"user","{}","[]",0,0,0,0,0,0,0,0,0,0,0
"2012-11",0,3,0,10,"Viktor","0mWipR5QK1ngT8F3bfzS8w","[]",0,3.8,"user","{}","[]",0,0,0,0,0,0,0,0,0,0,0
"2007-12",5026,9571,7509,1317,"Keila","HW-cL93tvU7qng1sZueKWw","[u'rpOyqD_893cqmDAtJLbdog', u'8J4IIYcqBlFch8T90N923A', u'i63u3SdbrLsP4FxiSKP0Zw', u'4lc_H2Cf7CO0tCgyA3aSVQ', u'Rir-YRPPClKXDFQbc3BsVw', u'lxZSVeJz6KEBW1nlA3JKJg', u'7FuLnS_-b79GG-33mwLaMg', u'XL9D0wXPLcmNox-d9XDfTg', u'P-lfV8cdAgEOZJkw2dJpsw', u'ARe8Nr_YehB2ubsGJhZ-hg', u'E3C_gEhktux9Ca-Z2fmNTw', u'VVd1JAwN0fdEEADU4cXJag', u'f9Jffqh_4ghH4iDplRITUA', u'qbfQRHLvZk5WSkKY0l_lMw', u'8qoEnuFvMAQWv7qmhKyulw', u'YW_4jSO1AikO-7jKEqXb8g', u'vr9hNYXmjk_MqeRCBy4v-A', u'J3rNWRLRuZJ_0xsJalIhlA', u'pMlK6piV8k45lhMTRomV5g', u'W3y88nu7xi2gtOJU96fRXA', u'OrL68K3roYDX_qQ0O38gaw', u'5MvIg39L6FmBrGZG5C2jjA', u'HsKPpfcATrQ5Bb0ab9VQNg', u'i4IWeNd4lT3-e-ewUVimGw', u'0Kxoa6X4MzOOMEZueuwWUg', u'YwcacxA7WCB9fryDHDxF8w', u'L3nyH2yeJRNahm0xepL1yQ', u'h2VvAa1wXQGUsmskPlSzgg', u'WifxG5NtC0VAGlUo8StrBg', u'zw-bIcZP4_VEi3UetomDeg', u'ueFG4iLS8AGlDsT3Y41dmA', u'74BsmOZHUUdsvzYtGtlRiw', u'kGgAARL2UmvCcTRfiscjug', u'r5vDrlFu45VK6kW4vyuvMg', u'sFOh_8x3Vv2KgyuTlFHNeA', u's6HXlIJt2PtVkoWfND57pQ', u'DJEnhCkQlQ2E2z--aO9j0A', u'P1qwZrslRv9KS9vPJNXe4g', u'jqiDWycSAWIhSHIfN_PjAw', u'aEy1jCs0Z2qf9NOybRw2qg', u'C8ZTiwa7qWoPSMIivTeSfw', u'NgS8s99qQIiHOszKd-m87g', u'pU4_aolQs3bT44K1kEdaZg', u'mAuBHENS_DeFCQqrJC_UxA', u'qbiZyhbuhTMENzs4XH-gzg', u'kuEKOd7JEnDun43SUsjJ7w', u'2rlBbFPHyZjXSFSE8r551w', u'I01EeNgRX-bqd0tbfL44vQ', u'P2kVk4cIWyK4e4h14RhK-Q', u'39fBaSkch83WRI7JO0LcPg', u'2XCsVpAMsGUykrM-BBFEXA', u'TLj3XaclA7V4ldJ5yNP-9Q', u'y8ZCNq8HSGDSx7Vm-NYEOw', u's8Om9oHMk8xb_psgxTNeRA', u'fczQCSmaWF78toLEmb0Zsw', u'Hyhmpb3UnbjtSEXvgviCow', u'aYpO4xX9yWRGfF09Co4SXw', u'44R1syuo0et8sLtRnCojkw', u'ZTEDWDjRFr-8bVVD8Tkvfw', u'mO2Qw9O4oTHio4TlaHTSfw', u'HXxkN0gN0QDNL4R1Jj2nkw', u'rxUbJlVLtcmi0RHGmVKJpg', u'w_hDmPuou6xnemXUu-jc3Q', u'sdTdf5zwsPGDw4vBnKks-w', u'ID0f8slG5-Ch9TlFDrFK1Q', u'0qIsBt4EzBDCKrIviV55Ew', u'GrIpU3rvhW1Ydi5DlKQQjQ', u'e4hRx0m_SnQYc7BUo-LeVg', u'nfNch-WQPzubm8DR4-S-1Q', u'snd45oedwXxF9tsHUX_6dg', u'xynvN_YDNcqJjpqtRGgr5w', u'y98Z2SNBbsXHV9ygkCFU_g', u'0gKwWla8j639E5RmgiijVQ', u'_THWnEpJp48u-ffNO8k8Uw', u'ZmSKVX7q0GVXxmVFUcqGDQ', u'jat0NYgodMevP4lXxjEIDQ', u'yy9fTfze8azIJsvWKvHefQ', u'jxoP75rNkiTt0aW_8NNeQw', u'w4MXUsyrlm0bnLl5cgkEyg', u'qbVAB3Xxxtc_OzsDNCmUBg', u'o5Rvj6W2PfgR80kw_OdLvg', u'yUmWe5BcCI24HrO3Y2gKBA', u'1Tf7MCgJ8KDO6kqtNtBdLw', u'olzm5hG4BBdFLBQJZ16rkQ', u'aGuFGwngJz4E5fIyjMqrVA', u'1afCaO9ygoGVjuky0G5P_A', u'IPJTjIzF6T4IGQ0ha933aA', u'a9_5qS7Oc_XwSnXgrSIw3g', u'TeyGu-fF6IN7IUpVVI76FA', u'XoMKhaQY7jMSpRlNp86nTw', u'Pzi8KFogQaOX2Qykaciddg', u'2vl3MXKr8iQOWTNse5kgdw', u'Prsk7SiPZNfgcPyygOdGHg', u'RQ7UXZK7HmwIqyflSc9o_A', u'T0vVdZebDAsYN-UttJKJow', u'2dgreYXset1eR4qPc6Zw0g', u'QSQeU6bDea42m6yH_pOQ8A', u'ytr46wNbedr8-iqSZngl8g', u'saiZmxzBIowJbMgPBW1Now', u'WPpgplA0tnGn3E65Ng6aYg', u'xBl9Ke43PISGJC_iGkv-UA', u'btM5nOZBNJCM4yY6D6eTZA', u'6HBnx7fTfFlpWyez_P55xA', u'i2KwDZV-Bs_BrZjGaBn4YA', u'uQmofP2QLJ0osvFiwWNkfg', u'_QHDTunNfbvtdbv_JqQD4Q', u'SEDFpR4oMPKqXMjbJiMGog', u'tbIQirgkcg0qT-NinWWmzQ', u'ltCiu6DRJT3gi-EF8yivHQ', u'dQhd0Wfn59TYWf2GVukEww', u'3k7SY2V5MrVwYIsMexTSfA', u'gDX0QrF7xnhuzSd9nDy9Aw', u'b3utbpQRR9_OxKgK0tY8rA', u'JVeCUlDmcwJ3pteEdmzeHg', u'EsGJlE3aKNAByq1GfXYmMg', u'CRywkebZtGq0lKcbRlOPqQ', u'ucoOxMuoltQWjrQ2bNpqOA', u'6Xv2qGam6tAlGV7QjgpDXA', u'9ljVkRizEgRp8bpUWdxowQ', u'u5bvcT_3Go0O3Xk4Am8CWQ', u'Ek_bCqgFtyVT9-ozJhwwwg', u'qrpmVDaG61koJH8Taiw_Ug', u'gXvP7LWHZJhoP7njsJ97dw', u'r74xkfLgfJ9LhT3DFpRuGw', u'55J_8CYeRighWdEf_vxmfg', u'uI1HFHjEQrtR_vqMJTXmsQ', u'parXtnmuFzVZ9OMry-4-BA', u'p4IrODgI_QmO5M9Q7gdURw', u'Nimv1-mL9BztT271P6lrGA', u'bM2OTIopnFoaQGLxK2PxPg', u'N0AOlUyEKmjG6gQuf8MRAQ', u'PWXJpyVyAKtVehw4suOimg', u'Zm08wcep2F-nRTHRyR8mpw', u'PY_BOIHNK1tPu2kgHCifOA', u'XIOTsKjvbMLp-i-p-x5RvA', u's84bPsSHAALBpsgTsHw_Vw', u'8tbXmjYGsYFZXk6ppuwRWQ', u'fTo1Nf5hXSZqPC_qkvXlrg', u'8M_Nm-dVX2Yn3wNgS-xDwg', u'cH1lLTHReO6uDTif9bfOBA', u'xNb8pFe99ENj8BeMsCBPcQ', u'OAd-vbR_POac1zHtu-Y2Zg', u'Ba9NE_4ELo9se7lA4GBSOQ', u'N6mYqXrmy--zcNjpMnoTjw', u'fgZrwWlAfcNQGTuSfWITuw', u'5IeEgDaIIf4h3gctklJQOQ', u'hjJPKQ1Ah91h3fVbc8GsOg', u'1aJDObErOmph7lv7QzdtdQ', u'DfewvXBVh68PdGWs4cT5YQ', u'Les7_9h8xQDZuZbHhjVYkw', u'fm5-O3_otnzaAFHYH4pYRw', u'0AXLVN_-etsqOB-9w84Ekw', u'ST-pgG7BsmULkIyqcah6zA', u'DusKkUAzK2qIASRkQnWCQg', u'jpiI7UTKnRYxqF4DaK8agA', u'Tm1fpC3UAvGIe5EiXeOzyw', u'32R_77AMq6H9qHF4bbLWag', u'spJUPXI7QaIctU0FO5c42w', u'v_S5R9PqJHEnKrFis7-RSA', u'oJ3NVC3Qd0zKvAN4P5bh8A', u'mP6PQldkWKqcVPUP5XvfIw', u'hUmmL9mSI9L9W93kEUDihw', u'8LYEPulG-ltZro0oEBREdw', u'DqekGNe2lrLV4UI0V5-gcA', u'TroANF3f2PuYeVfSItxxaw', u'V0WEZ2PQtJGX0sWNe89A8g', u'wYtCAzpt8fh9Cn2TOEq20A', u'yFSRMdmUnXVANFH3vSKJ4A', u'BKo0QW3LGBzAZug4doJrgA', u'-ORiIDOEu4SDDE5QWJvGxQ', u'H4LcRFLHl3v4_FkKSuxwxg', u'DxA8qxOxD2x3vdkqYCFpxQ', u'xLbSUpVLC6AQHRZTwJvxkA', u'dm6y1JAwWKpoW10W6i1lvw', u'8p4at4zdzCpueAmSBaorZA', u'VvY7AdZCFeMFFC9ozn2rCw', u'geyb5IUTkwWBwpXPx5maZw', u'7rffDjNG1_1m6Ht0VJ5NmA', u'JnLlnfEfbw9c3fHVrkou-Q', u'qhooXf7Uh8NP3mX6YG3Drw', u'9UNGbiE9k0fvMpCMJp0Gww', u'gr2BCR_pH5Wk5hWVqI-nTw', u'ODhV53XhesCBLJVfGsJGNA', u'x_MbMxRc_FVlZrTqclfUyw', u'ZfDBU11iIuYxqpVe_Hnqew', u'Gb74e3NProDiMq88JGvjpw', u'dDdinrAqDdeR-LVhAuiOyg', u'KJUiuRErNvt6QQZvDShuZg', u'eBwBjylS66qPcHs2_ajLag', u'C1NCPmIP-sXfYm5Ywhjj9A', u'eGVKvOlYJLiDKxRm1b_sxA', u'sELE9gPbLJKk3wuoOeowhA', u'KZOC0NtIFcp6v27UQHk6tg', u'Us6vDh539v2AcDBudIXJ2A', u'dQEH5gSceaKoS6t2b_octA', u'XJMSexMQLfy8oc4o7s05ZQ', u'ZcEstCa4fDhNXrkZ8_Gh0Q', u'xZvRLPJ1ixhFVomkXSfXAw', u'xwcvsSC8Virgl7CveVvB4w', u'4ozupHULqGyO42s3zNUzOQ', u'FbdB9KXyuvT8rC_zmqRSuQ', u'QB2h8hRFcVokhZuajF7Wiw', u'FcUVfATxARfURHfZq1DNTg', u'iEZfMGszjIV7NHNhk1pRRA', u'WV9oNBkcw3HvzEP45OHQVQ', u'KgSQKkaU9epDPnQub-utFw', u'V4VW69mBsRzfa3mLmyBqLQ', u'TmrLXwR7eTyy0nzxXhdcnQ', u'inkv3_Ja07wnzXvrc_-4eQ', u'7I3VONKeELnqZbdYleS1HA', u'7ql2NF77EjMsB7W0xFw1WQ', u'CCHwJoIWLRhxqIcwRJW6ag', u'zEHcZ7V911uwOD2IzieiQg', u'BWodVnFbZE04oFc5fKsykA', u'UBIeuiLY9PobybSgo0qhWw', u'zcXAP0EiBcVw37nLF7ATmg', u'0a-ISXPjsyyNAMZfDbrKpw', u'78hpP_F2I4-vrLkYaso4IA', u'2-MYSEEzOutJyTvVkqk3eg', u'PqF0reCsNrIxME20acDsAQ', u'pecViht2bmrjpbt0c-j4jw', u'1BW2HC851fJKPfJeQxjkTA', u'HSKrdp21e5W_uIVcsHQTHw', u'fGBQXv5-9eRBjwhm_EL2jQ', u'NlRXgodenhOZ_ibVQS9WXA', u'BQBi0UVhsiut14E6uh1YKg', u'UYz4tg3n09LITyTHJmm9Uw', u'rV8D6SLUB-UGr11dFmjj2g', u'LY8X23k164rJxNsUwhDRvA', u'jIxDTiBg7mywu53on_0NIQ', u'EMgHb1vT7aSrEp6QCjXxMQ', u'Ob3_iHe1BgsaFlyHyhaDSA', u'HIlrU4ShA10pNwwhc4xSaA', u'FwzXiPL8nY3PmmHjRP1h_g', u'hYnXUHTSi-a1xvPGMrWgoA', u'1leNptPhiIuPG_gF1lOg_g', u'3fXd5YbMkm0C_5XDxL8U-w', u'FcmMkQItjYG1iIkzoQ8oPw', u'5CAInAoUKv0FzjiV8kiTeA', u'efA2XiN-I8NEszcLLlLQUw', u'ZC47g3pCTxmL3dHztCz0VA', u'gp52zPyUkSnkIm-TciK3cw', u'FM8_r9bLqG99B5HCVoX8jg', u'OD0bS6VMiSFjiLGTcDAi3g', u'SgDWDjBr8fV7id1UnFaAFg', u'GJrGPKF2xxB06Es6aH1VWg', u'JiYKfI0iYcC2JHpOdxxT2Q', u'2H3G5wAJkLuxSjQ1zfQIVQ', u'NzzcEg6KUEy39r9GnbXgaw', u'JbAeIYc89Sk8SWmrBCJs9g', u'WJGrFQrklR6vPfKrVL8aOw', u'0bpqsRkCUBpu2_IjCSwdfA', u'GmBXmhbVHNGBpCzsrPDZlA', u'Q9rUbA5uRXJx_nv6XuaxJA', u'0mgymmhpFDSv69ueMj8dHQ', u'1HyygPKSSOiaM0wkM1pP8Q', u'dXRrb0Df_c_HhfB0C6_GoQ', u'ABNVoUg46SfdXwRVDla0_A', u'BRydUrmdK4pZsbUvZ8tBAw', u'7aMNMSG7kBTqX7tlcEgDMQ', u'HVutb4JZjOSKg_mEaAcoKg', u'l9Zawl4rFmHk4cyXhVfW9w', u'_7EoK1dPo1Q7XlR-cS_bhA', u'XAAs2Y77fUqV26C2ec5-7g', u'ctsOzR7wbxtFCmGGBkdOyQ', u'aAIxGi2gxh2lEE_hW3utLA', u'FWiYWb36JKET3hYOq_r18g', u'2D_gfbCaPHfz8SGFOVXjDQ', u'MfbH-4cBh0EXWd7IKEuEhg', u'75NFtIyHI2CmsUgu-JVo7A', u'ePxzwqgNLQnYoObzLYhYvg', u'E3PCAkaftZ848ZbHoE5FzQ', u'MfhoYW96OfXcjF4TgvxawQ', u'B3iIUtQND6_6oAzRItyWMw', u'4B68sxxZv60-ROFcnScUWA', u'bhZ13wN_5lQrKX278AP_aw', u'9884ThRsxo0BdAuJXOwQCw', u'8gQyZnWer5b-hOXPqak5vg', u'2v3j2y5PLMs0rlAd-pxoEw', u'ePMylAubXOOURYSVifpb5w', u'AmuR7biR9cJzpmIVRoFP1Q']",140,3.83,"user","{u'profile': 84, u'funny': 139, u'cute': 39, u'plain': 1056, u'writer': 604, u'list': 52, u'note': 241, u'photos': 953, u'hot': 757, u'cool': 1265, u'more': 154}","[2010, 2011, 2012, 2013, 2014]",0,0,0,0,0,0,0,0,0,0,0
"2012-08",1,1,0,3,"Mark","4jRLws6kVf7pm21p9k0eCQ","[]",0,3.67,"user","{}","[]",0,0,0,0,0,0,0,0,0,0,0
"2012-07",0,2,0,1,"Wendy","73C6WVYXZPS2o-Pdsb471Q","[]",0,1.0,"user","{}","[]",0,0,0,0,0,0,0,0,0,0,0
